Horas_Estudio,Asistencia,Involucración_Padres,Acceso_Recursos,Actividades_Extraescolares,Horas_Sueño,Puntuación_Anterior,Nivel_Motivación,Acceso_Internet,Tutorías,Ingreso_Familiar,Calidad_Profesorado,Tipo_Centro,Influencia_Compañeros,Actividad_Física,Problemas_Aprendizaje,Nivel_Educación_Padres,Distancia_Vivienda,Género,Puntuación,Niveles_Rendimiento,Niveles_Previos_Rto
15,74,Bajo,Alto,Sí,4,68,Bajo,Sí,3,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,64,1,2
11,62,Medio,Alto,Sí,5,82,Medio,Sí,3,Alto,Medio,Privado,Neutral,4,No,Universidad,Moderada,Hombre,64,1,4
17,71,Medio,Medio,Sí,8,90,Medio,Sí,5,Medio,Medio,Público,Positiva,1,No,Postgrado,Lejana,Hombre,67,2,5
25,91,Medio,Medio,No,8,72,Bajo,Sí,2,Medio,Alto,Público,Positiva,0,No,Postgrado,Cercana,Hombre,71,2,3
21,95,Medio,Medio,No,5,62,Alto,Sí,1,Medio,Bajo,Público,Positiva,4,No,Instituto,Cercana,Hombre,70,2,2
13,69,Medio,Bajo,Sí,9,96,Bajo,Sí,0,Alto,Medio,Privado,Neutral,4,No,Instituto,Lejana,Mujer,61,1,5
21,79,Medio,Alto,Sí,7,66,Bajo,Sí,2,Bajo,Medio,Público,Negativa,4,No,Universidad,Moderada,Hombre,67,2,2
22,79,Alto,Medio,No,5,100,Medio,Sí,4,Alto,Alto,Público,Negativa,3,No,Universidad,Cercana,Hombre,72,2,5
15,95,Bajo,Bajo,Sí,6,88,Bajo,Sí,1,Bajo,Medio,Público,Negativa,5,No,Instituto,Cercana,Hombre,66,2,4
21,91,Medio,Alto,Sí,5,84,Medio,Sí,1,Alto,Bajo,Público,Neutral,2,No,Instituto,Cercana,Hombre,70,2,4
20,81,Alto,Medio,Sí,6,51,Alto,No,3,Medio,Medio,Público,Neutral,4,Sí,Instituto,Cercana,Hombre,67,2,1
13,87,Alto,Bajo,Sí,4,72,Medio,Sí,2,Medio,Alto,Público,Neutral,3,No,Instituto,Moderada,Mujer,67,2,3
22,94,Bajo,Medio,Sí,7,75,Alto,Sí,2,Alto,Medio,Público,Neutral,2,No,Universidad,Cercana,Mujer,71,2,3
23,60,Alto,Medio,Sí,8,69,Medio,Sí,1,Bajo,Medio,Privado,Positiva,4,No,Universidad,Cercana,Hombre,66,2,2
26,76,Medio,Medio,Sí,5,57,Medio,Sí,1,Medio,Medio,Público,Positiva,4,No,Instituto,Cercana,Hombre,68,2,1
26,96,Medio,Medio,Sí,7,68,Medio,Sí,3,Alto,Medio,Privado,Positiva,3,No,Universidad,Cercana,Mujer,74,3,2
12,90,Medio,Bajo,Sí,6,54,Medio,No,1,Alto,Medio,Público,Neutral,3,No,Instituto,Cercana,Hombre,64,1,1
14,82,Medio,Medio,No,8,65,Medio,Sí,1,Bajo,Medio,Privado,Positiva,3,No,Universidad,Cercana,Hombre,65,2,2
23,81,Bajo,Medio,Sí,4,54,Medio,Sí,1,Bajo,Medio,Público,Neutral,3,No,Universidad,Cercana,Hombre,66,2,1
23,74,Medio,Alto,Sí,8,88,Bajo,Sí,0,Medio,Alto,Público,Negativa,3,Sí,Instituto,Cercana,Hombre,66,2,4
23,81,Medio,Bajo,No,4,84,Medio,Sí,2,Medio,Medio,Público,Positiva,5,No,Instituto,Cercana,Hombre,68,2,4
43,86,Alto,Medio,Sí,7,97,Medio,Sí,2,Medio,Alto,Público,Positiva,1,No,Instituto,Cercana,Mujer,78,3,5
23,77,Medio,Alto,Sí,6,69,Bajo,Sí,1,Medio,Medio,Privado,Positiva,2,No,Instituto,Moderada,Mujer,67,2,2
27,89,Medio,Alto,Sí,6,89,Medio,Sí,3,Medio,Medio,Privado,Positiva,3,No,Instituto,Cercana,Hombre,74,3,4
26,94,Medio,Alto,No,5,79,Alto,Sí,1,Bajo,Alto,Público,Positiva,2,No,Postgrado,Cercana,Hombre,74,3,3
24,66,Medio,Bajo,No,9,82,Bajo,Sí,1,Medio,Medio,Público,Neutral,2,Sí,Instituto,Cercana,Mujer,62,1,4
18,78,Alto,Medio,Sí,5,77,Medio,No,2,Medio,Medio,Público,Neutral,4,No,Instituto,Lejana,Hombre,66,2,3
25,76,Medio,Medio,Sí,5,89,Alto,Sí,3,Medio,Alto,Público,Neutral,3,No,Instituto,Lejana,Mujer,69,2,4
15,87,Medio,Alto,Sí,10,52,Medio,Sí,2,Bajo,Alto,Privado,Positiva,3,No,Universidad,Cercana,Hombre,68,2,1
19,70,Medio,Bajo,No,7,54,Alto,Sí,0,Medio,Medio,Público,Positiva,2,Sí,Instituto,Moderada,Hombre,89,4,1
17,86,Alto,Bajo,No,5,55,Bajo,No,2,Alto,Medio,Privado,Neutral,4,No,Universidad,Cercana,Hombre,66,2,1
20,95,Bajo,Medio,Sí,7,64,Bajo,No,2,Medio,Alto,Público,Neutral,3,No,Instituto,Cercana,Mujer,68,2,2
34,77,Medio,Bajo,Sí,7,80,Bajo,Sí,0,Medio,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,69,2,4
9,96,Medio,Medio,Sí,4,82,Alto,No,0,Bajo,Medio,Público,Positiva,4,No,Universidad,Cercana,Hombre,67,2,4
24,100,Alto,Alto,Sí,6,86,Bajo,Sí,2,Medio,Medio,Privado,Positiva,5,No,Instituto,Cercana,Hombre,75,3,4
10,64,Medio,Alto,No,7,64,Alto,Sí,0,Medio,Medio,Público,Positiva,4,Sí,Instituto,Moderada,Mujer,60,1,2
17,69,Alto,Medio,Sí,9,83,Medio,Sí,2,Medio,Alto,Privado,Positiva,4,Sí,Universidad,Moderada,Mujer,66,2,4
27,98,Bajo,Alto,Sí,7,56,Bajo,Sí,1,Alto,Medio,Privado,Positiva,3,No,Universidad,Cercana,Mujer,73,2,1
20,98,Medio,Bajo,No,7,50,Bajo,Sí,1,Medio,Alto,Privado,Neutral,2,No,Instituto,Cercana,Mujer,68,2,1
14,64,Medio,Medio,Sí,6,85,Medio,Sí,0,Medio,Medio,Público,Neutral,3,No,Instituto,Cercana,Hombre,62,1,4
16,61,Medio,Medio,No,9,86,Bajo,Sí,2,Bajo,Alto,Público,Positiva,2,No,Instituto,Cercana,Hombre,62,1,4
24,66,Alto,Bajo,Sí,8,81,Alto,Sí,1,Medio,Medio,Público,Neutral,4,No,Instituto,Lejana,Hombre,65,2,4
16,100,Alto,Bajo,Sí,8,63,Alto,Sí,2,Bajo,Medio,Público,Negativa,3,No,Instituto,Moderada,Hombre,69,2,2
21,67,Medio,Medio,No,7,96,Bajo,Sí,3,Bajo,Medio,Público,Neutral,2,No,Instituto,Lejana,Mujer,64,1,5
20,80,Medio,Alto,No,5,94,Medio,Sí,0,Bajo,Bajo,Privado,Positiva,4,Sí,Postgrado,Moderada,Mujer,67,2,5
16,94,Alto,Alto,Sí,9,76,Medio,Sí,0,Bajo,Alto,Público,Neutral,2,No,Instituto,Cercana,Hombre,70,2,3
33,61,Medio,Medio,No,7,99,Alto,Sí,2,Medio,Alto,Público,Neutral,3,No,Universidad,Cercana,Mujer,70,2,5
24,84,Alto,Bajo,No,7,65,Bajo,Sí,3,Medio,Alto,Público,Positiva,3,No,Instituto,Cercana,Mujer,69,2,2
8,71,Alto,Bajo,No,8,75,Medio,Sí,0,Medio,Alto,Público,Positiva,3,No,Instituto,Cercana,Hombre,61,1,3
21,94,Medio,Medio,No,7,96,Bajo,Sí,0,Medio,Medio,Privado,Neutral,2,Sí,Postgrado,Moderada,Hombre,69,2,5
16,71,Alto,Medio,Sí,5,73,Medio,Sí,1,Medio,Medio,Público,Neutral,0,Sí,Instituto,Cercana,Hombre,63,1,3
25,87,Medio,Bajo,Sí,7,74,Bajo,Sí,0,Medio,Alto,Público,Neutral,4,Sí,Instituto,Cercana,Hombre,67,2,3
15,87,Bajo,Medio,No,4,54,Medio,Sí,1,Medio,Medio,Público,Neutral,6,No,Instituto,Moderada,Hombre,65,2,1
19,69,Medio,Medio,Sí,7,61,Alto,Sí,3,Alto,Alto,Público,Neutral,4,No,Instituto,Moderada,Hombre,66,2,2
23,61,Bajo,Medio,No,9,58,Medio,Sí,4,Medio,Medio,Público,Neutral,2,No,Instituto,Cercana,Hombre,63,1,1
25,76,Medio,Alto,Sí,4,78,Medio,Sí,2,Medio,Medio,Privado,Negativa,3,No,Instituto,Moderada,Mujer,68,2,3
13,72,Alto,Alto,No,7,66,Medio,Sí,0,Bajo,Alto,Público,Neutral,4,No,Postgrado,Cercana,Hombre,65,2,2
18,92,Bajo,Medio,Sí,8,54,Medio,Sí,1,Medio,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,67,2,1
17,92,Bajo,Bajo,Sí,8,75,Medio,Sí,2,Medio,Alto,Público,Neutral,3,No,Postgrado,Cercana,Mujer,68,2,3
16,78,Medio,Alto,No,6,83,Medio,Sí,0,Bajo,Bajo,Público,Neutral,3,Sí,Universidad,Cercana,Hombre,64,1,4
31,84,Medio,Medio,No,5,87,Alto,Sí,0,Medio,Medio,Privado,Positiva,3,No,Universidad,Moderada,Hombre,71,2,4
22,84,Medio,Medio,Sí,6,92,Bajo,Sí,0,Medio,Medio,Público,Neutral,5,No,Instituto,Cercana,Mujer,69,2,5
12,93,Medio,Medio,Sí,9,74,Bajo,Sí,1,Medio,Medio,Público,Neutral,3,No,Postgrado,Moderada,Hombre,67,2,3
26,77,Bajo,Medio,No,4,70,Bajo,Sí,2,Alto,Bajo,Público,Neutral,3,Sí,Universidad,Moderada,Mujer,65,2,2
33,71,Bajo,Medio,No,5,84,Medio,Sí,1,Medio,Medio,Público,Positiva,2,No,Instituto,Cercana,Hombre,68,2,4
26,71,Alto,Medio,Sí,6,51,Bajo,No,1,Alto,Medio,Privado,Positiva,3,No,Postgrado,Moderada,Hombre,67,2,1
11,81,Medio,Medio,Sí,6,82,Alto,Sí,3,Medio,Alto,Público,Neutral,4,No,Instituto,Cercana,Hombre,67,2,4
17,78,Medio,Alto,Sí,7,70,Medio,No,2,Bajo,Alto,Público,Positiva,3,No,Instituto,Cercana,Hombre,66,2,2
28,78,Alto,Medio,No,9,73,Alto,Sí,2,Medio,Medio,Público,Neutral,4,No,Universidad,Moderada,Mujer,70,2,3
16,64,Alto,Bajo,Sí,5,65,Medio,Sí,3,Medio,Alto,Privado,Positiva,4,No,Postgrado,Moderada,Mujer,65,2,2
23,89,Bajo,Bajo,Sí,7,56,Bajo,Sí,4,Medio,Bajo,Privado,Positiva,4,No,Postgrado,Cercana,Mujer,69,2,1
25,69,Medio,Medio,Sí,7,70,Bajo,No,1,Alto,Alto,Público,Positiva,4,No,Instituto,Lejana,Mujer,65,2,2
14,68,Alto,Medio,No,6,65,Medio,Sí,1,Alto,Medio,Público,Neutral,3,Sí,Universidad,Cercana,Hombre,63,1,2
20,77,Medio,Medio,No,5,98,Bajo,Sí,2,Bajo,Alto,Privado,Neutral,2,No,Postgrado,Lejana,Mujer,67,2,5
1,69,Alto,Medio,Sí,6,97,Medio,Sí,1,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,61,1,5
14,83,Medio,Bajo,Sí,6,82,Medio,Sí,0,Medio,Medio,Público,Positiva,2,No,Instituto,Cercana,Mujer,65,2,4
18,75,Bajo,Alto,Sí,8,95,Medio,Sí,1,Bajo,Bajo,Público,Neutral,2,No,Universidad,Cercana,Mujer,66,2,5
13,78,Medio,Alto,Sí,8,88,Alto,Sí,0,Alto,Bajo,Público,Neutral,3,No,Universidad,Cercana,Hombre,66,2,4
30,81,Medio,Bajo,Sí,5,67,Medio,Sí,1,Alto,Alto,Público,Negativa,1,No,Instituto,Cercana,Hombre,69,2,2
11,68,Medio,Medio,No,6,80,Medio,Sí,2,Medio,Medio,Público,Positiva,3,No,Universidad,Moderada,Mujer,63,1,4
17,66,Bajo,Alto,No,6,61,Medio,Sí,1,Alto,Medio,Público,Positiva,6,No,Postgrado,Cercana,Hombre,65,2,2
21,95,Bajo,Bajo,No,10,84,Bajo,Sí,0,Alto,Medio,Público,Neutral,4,Sí,Instituto,Cercana,Hombre,67,2,4
29,77,Alto,Alto,Sí,7,52,Medio,Sí,2,Alto,Medio,Público,Negativa,3,Sí,Instituto,Cercana,Mujer,69,2,1
11,76,Bajo,Medio,Sí,5,92,Medio,Sí,4,Medio,Bajo,Público,Negativa,2,No,Postgrado,Cercana,Hombre,65,2,5
27,61,Medio,Medio,No,6,79,Medio,Sí,1,Bajo,Medio,Público,Positiva,3,No,Instituto,Moderada,Hombre,65,2,3
20,80,Alto,Bajo,Sí,6,53,Medio,Sí,0,Bajo,Medio,Público,Neutral,2,No,Universidad,Moderada,Hombre,65,2,1
14,82,Medio,Alto,Sí,8,94,Bajo,Sí,2,Bajo,Alto,Público,Negativa,5,No,Universidad,Lejana,Mujer,67,2,5
23,82,Bajo,Medio,Sí,8,94,Medio,Sí,1,Medio,Medio,Público,Negativa,2,Sí,Instituto,Cercana,Hombre,66,2,5
21,88,Medio,Alto,No,7,93,Medio,Sí,4,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,72,2,5
16,67,Medio,Alto,No,7,89,Alto,Sí,3,Bajo,Medio,Público,Positiva,3,No,Universidad,Cercana,Hombre,66,2,4
20,70,Medio,Medio,Sí,7,84,Bajo,No,2,Medio,Alto,Privado,Neutral,4,No,Universidad,Lejana,Hombre,65,2,4
18,92,Alto,Medio,Sí,7,70,Medio,Sí,1,Bajo,Medio,Público,Neutral,3,No,Instituto,Moderada,Hombre,69,2,2
21,98,Medio,Bajo,No,4,57,Medio,Sí,2,Alto,Bajo,Público,Neutral,2,No,Instituto,Cercana,Mujer,68,2,1
24,65,Medio,Bajo,No,7,64,Bajo,Sí,1,Alto,Medio,Público,Neutral,1,No,Postgrado,Cercana,Hombre,64,1,2
30,80,Bajo,Alto,No,6,67,Medio,Sí,3,Medio,Medio,Público,Negativa,4,No,Universidad,Moderada,Mujer,69,2,2
13,69,Medio,Bajo,Sí,5,68,Bajo,Sí,0,Alto,Medio,Público,Positiva,1,Sí,Instituto,Moderada,Mujer,59,1,2
33,62,Alto,Medio,Sí,10,78,Medio,Sí,0,Medio,Medio,Privado,Positiva,3,No,Instituto,Moderada,Mujer,68,2,3
8,73,Medio,Medio,No,7,60,Medio,No,0,Alto,Medio,Privado,Neutral,3,No,Instituto,Cercana,Mujer,60,1,1
19,66,Medio,Alto,No,7,59,Medio,Sí,1,Alto,Medio,Público,Negativa,3,No,Instituto,Lejana,Hombre,62,1,1
24,88,Bajo,Medio,Sí,6,86,Bajo,Sí,0,Bajo,Bajo,Público,Negativa,3,No,Universidad,Cercana,Hombre,67,2,4
22,81,Bajo,Alto,Sí,8,50,Alto,Sí,4,Medio,Medio,Privado,Positiva,5,No,Instituto,Lejana,Mujer,68,2,1
16,66,Medio,Alto,Sí,5,57,Alto,Sí,3,Medio,Medio,Público,Positiva,3,No,Instituto,Moderada,Mujer,64,1,1
19,60,Medio,Alto,Sí,7,72,Alto,Sí,3,Bajo,Alto,Público,Positiva,3,No,Instituto,Moderada,Mujer,65,2,3
17,92,Bajo,Bajo,Sí,6,57,Medio,Sí,2,Medio,Medio,Privado,Positiva,2,Sí,Instituto,Moderada,Mujer,65,2,1
16,67,Alto,Medio,No,8,98,Medio,Sí,0,Bajo,Bajo,Público,Neutral,3,No,Instituto,Cercana,Mujer,63,1,5
25,84,Medio,Bajo,Sí,6,84,Bajo,Sí,2,Medio,Alto,Público,Positiva,3,No,Instituto,Cercana,Hombre,70,2,4
22,73,Bajo,Medio,Sí,9,72,Bajo,Sí,3,Medio,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,66,2,3
16,83,Medio,Alto,Sí,7,56,Bajo,Sí,4,Alto,Medio,Público,Positiva,3,No,Instituto,Cercana,Mujer,68,2,1
25,73,Bajo,Bajo,No,8,69,Medio,Sí,3,Medio,Medio,Privado,Positiva,3,No,Instituto,Cercana,Mujer,66,2,2
22,63,Bajo,Bajo,No,8,83,Medio,Sí,3,Medio,Medio,Privado,Negativa,1,No,Universidad,Cercana,Hombre,63,1,4
25,69,Alto,Medio,Sí,9,98,Medio,Sí,1,Bajo,Medio,Público,Negativa,3,Sí,Universidad,Moderada,Mujer,66,2,5
24,68,Medio,Medio,Sí,6,74,Medio,Sí,1,Medio,Medio,Público,Neutral,3,No,Instituto,Cercana,Mujer,65,2,3
15,77,Medio,Medio,Sí,8,85,Alto,Sí,1,Bajo,Medio,Público,Positiva,2,No,Postgrado,Moderada,Hombre,66,2,4
17,86,Alto,Bajo,Sí,4,60,Alto,Sí,2,Alto,Bajo,Privado,Positiva,3,Sí,Universidad,Moderada,Mujer,67,2,1
24,71,Medio,Medio,Sí,7,81,Medio,Sí,0,Bajo,Medio,Privado,Positiva,3,No,Instituto,Cercana,Hombre,66,2,4
24,60,Bajo,Medio,No,6,62,Alto,Sí,4,Bajo,Alto,Público,Negativa,3,No,Instituto,Cercana,Mujer,63,1,2
20,81,Medio,Medio,Sí,5,60,Bajo,Sí,3,Medio,Medio,Público,Positiva,4,Sí,Instituto,Cercana,Hombre,66,2,1
21,84,Medio,Medio,No,6,75,Bajo,No,1,Alto,Medio,Público,Positiva,3,No,Universidad,Moderada,Hombre,67,2,3
28,99,Medio,Medio,Sí,6,61,Medio,No,1,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,71,2,2
16,84,Medio,Alto,Sí,7,86,Medio,Sí,1,Bajo,Medio,Privado,Neutral,2,No,Instituto,Cercana,Mujer,67,2,4
23,79,Medio,Alto,Sí,6,97,Medio,Sí,1,Alto,Bajo,Público,Neutral,4,No,Instituto,Moderada,Hombre,69,2,5
19,83,Medio,Medio,Sí,7,70,Medio,Sí,2,Bajo,Medio,Público,Negativa,4,Sí,Postgrado,Cercana,Mujer,67,2,2
19,97,Alto,Medio,Sí,6,66,Alto,Sí,2,Medio,Medio,Privado,Positiva,2,No,Universidad,Moderada,Mujer,72,2,2
27,93,Alto,Bajo,No,6,59,Alto,Sí,2,Bajo,Medio,Privado,Negativa,4,No,Instituto,Cercana,Mujer,70,2,1
25,73,Medio,Alto,Sí,7,70,Bajo,Sí,0,Bajo,Medio,Privado,Neutral,4,No,Postgrado,Moderada,Hombre,67,2,2
25,69,Bajo,Alto,Sí,7,78,Medio,Sí,0,Bajo,Alto,Público,Negativa,3,No,Instituto,Lejana,Mujer,64,1,3
28,71,Medio,Medio,No,8,69,Alto,Sí,1,Medio,Alto,Privado,Neutral,1,No,Universidad,Moderada,Mujer,67,2,2
20,80,Bajo,Alto,No,8,81,Medio,Sí,3,Medio,Medio,Privado,Negativa,4,No,Postgrado,Cercana,Hombre,69,2,4
24,90,Bajo,Bajo,No,7,83,Medio,Sí,0,Bajo,Medio,Privado,Positiva,3,No,Universidad,Cercana,Hombre,68,2,4
18,80,Medio,Medio,No,8,55,Bajo,Sí,2,Bajo,Bajo,Público,Neutral,3,No,Instituto,Moderada,Hombre,63,1,1
22,63,Medio,Alto,Sí,7,85,Medio,Sí,4,Alto,Alto,Público,Negativa,3,No,Universidad,Cercana,Mujer,68,2,4
19,89,Alto,Medio,Sí,7,95,Medio,Sí,0,Medio,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,70,2,5
21,92,Medio,Bajo,Sí,8,51,Bajo,Sí,0,Medio,Medio,Público,Neutral,2,No,Universidad,Moderada,Hombre,66,2,1
24,72,Alto,Alto,No,6,78,Alto,Sí,0,Bajo,Alto,Público,Negativa,6,No,Instituto,Cercana,Mujer,68,2,3
15,87,Alto,Bajo,Sí,4,80,Alto,Sí,0,Bajo,Medio,Privado,Positiva,3,No,Universidad,Cercana,Hombre,67,2,4
33,77,Bajo,Alto,Sí,5,85,Medio,Sí,0,Bajo,Medio,Privado,Neutral,5,No,Instituto,Lejana,Mujer,69,2,4
14,96,Medio,Bajo,Sí,9,69,Alto,Sí,0,Medio,Medio,Privado,Negativa,3,Sí,Universidad,Cercana,Mujer,66,2,2
13,94,Medio,Medio,Sí,7,91,Bajo,Sí,3,Bajo,Medio,Público,Neutral,3,No,Instituto,Cercana,Hombre,68,2,5
27,81,Medio,Medio,Sí,7,77,Medio,Sí,2,Medio,Bajo,Público,Neutral,2,Sí,Postgrado,Moderada,Mujer,69,2,3
25,88,Medio,Medio,Sí,7,70,Bajo,Sí,1,Medio,Medio,Privado,Positiva,3,No,Postgrado,Moderada,Hombre,70,2,2
24,95,Medio,Alto,Sí,8,86,Alto,Sí,1,Medio,Alto,Privado,Neutral,3,No,Universidad,Cercana,Hombre,74,3,4
24,80,Medio,Alto,Sí,7,96,Alto,Sí,0,Bajo,Alto,Público,Positiva,0,No,Universidad,Moderada,Mujer,70,2,5
20,73,Medio,Medio,Sí,7,91,Bajo,Sí,1,Medio,Alto,Público,Neutral,2,No,Postgrado,Moderada,Hombre,66,2,5
15,90,Alto,Medio,Sí,8,97,Medio,Sí,1,Bajo,Alto,Privado,Negativa,3,No,Universidad,Cercana,Mujer,69,2,5
20,69,Medio,Alto,No,6,63,Bajo,Sí,0,Bajo,Medio,Público,Negativa,3,No,Postgrado,Cercana,Hombre,64,1,2
16,76,Bajo,Alto,Sí,8,56,Medio,No,1,Bajo,Medio,Público,Positiva,1,No,Instituto,Cercana,Hombre,62,1,1
26,95,Bajo,Alto,No,7,77,Medio,Sí,0,Medio,Medio,Público,Neutral,3,No,Instituto,Moderada,Mujer,70,2,3
19,89,Alto,Medio,Sí,7,52,Medio,Sí,2,Medio,Medio,Público,Negativa,4,No,Instituto,Moderada,Hombre,68,2,1
15,76,Medio,Medio,Sí,6,84,Bajo,Sí,0,Medio,Alto,Público,Neutral,3,No,Universidad,Cercana,Mujer,65,2,4
18,69,Alto,Alto,No,7,62,Bajo,Sí,3,Medio,Medio,Público,Positiva,3,No,Instituto,Moderada,Hombre,65,2,2
22,74,Alto,Alto,Sí,6,73,Bajo,Sí,3,Alto,Alto,Público,Positiva,4,No,Postgrado,Moderada,Mujer,71,2,3
17,71,Alto,Medio,Sí,9,83,Bajo,Sí,2,Medio,Medio,Público,Neutral,5,No,Instituto,Cercana,Hombre,66,2,4
15,67,Medio,Medio,No,4,74,Medio,Sí,0,Bajo,Medio,Público,Negativa,3,No,Universidad,Moderada,Hombre,61,1,3
21,90,Bajo,Medio,Sí,8,62,Bajo,Sí,2,Medio,Alto,Público,Negativa,5,Sí,Instituto,Cercana,Hombre,67,2,2
21,70,Bajo,Alto,Sí,4,94,Medio,Sí,0,Bajo,Alto,Privado,Neutral,2,No,Universidad,Lejana,Hombre,65,2,5
17,78,Medio,Alto,No,8,88,Medio,Sí,0,Bajo,Medio,Público,Negativa,3,No,Instituto,Cercana,Mujer,65,2,4
17,75,Medio,Alto,Sí,6,80,Medio,No,1,Bajo,Medio,Privado,Positiva,5,No,Instituto,Moderada,Hombre,65,2,4
21,99,Medio,Medio,No,8,85,Alto,Sí,4,Medio,Medio,Público,Positiva,4,No,Instituto,Moderada,Hombre,73,2,4
11,76,Medio,Medio,Sí,7,71,Medio,No,1,Medio,Bajo,Público,Neutral,2,No,Universidad,Cercana,Hombre,62,1,3
12,63,Medio,Alto,Sí,5,69,Bajo,Sí,0,Medio,Alto,Público,Negativa,2,No,Universidad,Moderada,Mujer,60,1,2
16,64,Bajo,Medio,Sí,9,58,Bajo,Sí,1,Medio,Medio,Público,Positiva,3,No,Universidad,Moderada,Mujer,61,1,1
19,84,Bajo,Medio,Sí,8,90,Alto,Sí,2,Bajo,Medio,Privado,Neutral,3,No,Postgrado,Lejana,Hombre,67,2,5
22,84,Alto,Medio,No,8,69,Medio,No,3,Medio,Alto,Privado,Neutral,4,No,Universidad,Cercana,Hombre,70,2,2
29,77,Bajo,Alto,No,6,85,Medio,Sí,1,Medio,Medio,Público,Positiva,1,No,Universidad,Cercana,Hombre,69,2,4
25,77,Medio,Bajo,Sí,8,65,Alto,No,0,Medio,Medio,Público,Positiva,5,No,Universidad,Lejana,Mujer,66,2,2
19,62,Medio,Medio,No,5,90,Bajo,Sí,2,Bajo,Alto,Público,Positiva,3,No,Universidad,Moderada,Hombre,64,1,5
20,81,Alto,Medio,Sí,4,55,Medio,Sí,1,Alto,Medio,Privado,Positiva,2,No,Postgrado,Moderada,Hombre,68,2,1
14,80,Alto,Medio,Sí,5,81,Medio,Sí,1,Bajo,Medio,Público,Positiva,4,No,Postgrado,Lejana,Mujer,67,2,4
20,66,Medio,Medio,No,6,90,Alto,Sí,0,Medio,Medio,Público,Neutral,1,No,Universidad,Cercana,Mujer,64,1,5
18,64,Medio,Medio,Sí,6,83,Alto,Sí,2,Bajo,Medio,Público,Positiva,2,No,Universidad,Cercana,Hombre,65,2,4
22,65,Bajo,Alto,Sí,6,85,Medio,Sí,2,Alto,Medio,Público,Positiva,3,Sí,Postgrado,Cercana,Mujer,66,2,4
15,64,Medio,Medio,Sí,6,76,Alto,Sí,2,Medio,Medio,Privado,Positiva,4,Sí,Instituto,Cercana,Mujer,63,1,3
23,84,Alto,Medio,Sí,6,78,Bajo,Sí,2,Bajo,Bajo,Público,Negativa,2,No,Instituto,Moderada,Mujer,68,2,3
29,68,Medio,Alto,Sí,4,53,Medio,Sí,1,Medio,Medio,Privado,Negativa,4,No,Instituto,Lejana,Hombre,66,2,1
19,70,Medio,Medio,No,7,63,Bajo,No,3,Bajo,Bajo,Público,Neutral,5,No,Instituto,Cercana,Hombre,63,1,2
22,67,Bajo,Medio,No,7,86,Bajo,Sí,1,Bajo,Medio,Público,Positiva,3,No,Instituto,Moderada,Mujer,63,1,4
24,98,Alto,Medio,Sí,6,97,Medio,Sí,1,Medio,Medio,Público,Positiva,4,No,Universidad,Lejana,Hombre,74,3,5
18,94,Medio,Alto,Sí,9,77,Bajo,Sí,1,Medio,Alto,Público,Positiva,2,No,Universidad,Moderada,Hombre,70,2,3
21,69,Alto,Alto,Sí,7,86,Medio,Sí,2,Bajo,Medio,Privado,Neutral,3,No,Instituto,Cercana,Hombre,68,2,4
20,73,Medio,Medio,Sí,7,84,Medio,Sí,0,Medio,Medio,Público,Neutral,4,No,Postgrado,Moderada,Mujer,66,2,4
21,68,Medio,Bajo,No,8,100,Bajo,Sí,0,Medio,Medio,Público,Positiva,4,No,Instituto,Lejana,Hombre,63,1,5
15,80,Bajo,Alto,No,5,90,Medio,Sí,4,Bajo,Medio,Público,Positiva,3,No,Universidad,Lejana,Mujer,67,2,5
20,61,Medio,Medio,No,7,81,Medio,Sí,1,Medio,Bajo,Público,Neutral,3,No,Instituto,Moderada,Hombre,62,1,4
23,87,Alto,Alto,No,8,56,Medio,Sí,1,Medio,Alto,Público,Positiva,3,No,Postgrado,Moderada,Hombre,71,2,1
29,81,Alto,Medio,No,7,68,Medio,Sí,2,Medio,Medio,Público,Neutral,4,No,Postgrado,Cercana,Hombre,72,2,2
26,96,Medio,Medio,Sí,5,63,Medio,No,1,Alto,Medio,Privado,Positiva,2,No,Postgrado,Cercana,Hombre,72,2,2
33,67,Medio,Medio,Sí,6,93,Alto,Sí,0,Bajo,Alto,Público,Neutral,3,No,Instituto,Lejana,Mujer,68,2,5
15,92,Medio,Bajo,Sí,7,72,Bajo,Sí,1,Medio,Medio,Público,Negativa,5,No,Instituto,Cercana,Mujer,66,2,3
25,92,Medio,Medio,No,4,77,Medio,Sí,0,Bajo,Medio,Público,Positiva,3,No,Instituto,Cercana,Hombre,70,2,3
21,65,Medio,Bajo,Sí,5,98,Alto,No,2,Bajo,Medio,Privado,Positiva,4,No,Postgrado,Cercana,Hombre,66,2,5
33,76,Medio,Medio,Sí,10,92,Bajo,Sí,1,Alto,Medio,Privado,Positiva,3,No,Postgrado,Cercana,Mujer,72,2,5
